Date,KOSEF 단기자금(A130730),KODEX 인버스(A114800),KODEX 은선물(H)(A144600),KODEX 삼성그룹(A102780),KODEX 레버리지(A122630),KODEX 골드선물(H)(A132030),KODEX 건설(A117700),KODEX 200(A069500),KINDEX 레버리지(A152500),KINDEX 200(A105190)
2018-03-22,101010.0,6005.0,3850.0,7260.0,17335.0,9880.0,2945.0,32695.0,6690.0,32865.0
2018-03-23,101015.0,6210.0,3845.0,7055.0,16150.0,9990.0,2835.0,31605.0,6255.0,31775.0
2018-03-26,101025.0,6155.0,3860.0,7140.0,16425.0,10020.0,2880.0,31880.0,6345.0,32000.0
2018-03-27,101020.0,6130.0,3895.0,7155.0,16585.0,10055.0,2935.0,32015.0,6400.0,32200.0
2018-03-28,101035.0,6210.0,3855.0,7025.0,16140.0,9985.0,2960.0,31620.0,6220.0,31740.0
2018-03-29,101050.0,6150.0,3805.0,7130.0,16430.0,9870.0,2960.0,31880.0,6350.0,32045.0
2018-03-30,101055.0,6135.0,3850.0,7185.0,16500.0,9945.0,2985.0,31960.0,6390.0,32180.0
2018-04-02,101055.0,6160.0,3840.0,7185.0,16435.0,9900.0,2945.0,31885.0,6365.0,32060.0
2018-04-03,101065.0,6170.0,3875.0,7140.0,16330.0,9960.0,2960.0,31820.0,6330.0,31910.0
2018-04-04,101075.0,6275.0,3835.0,7020.0,15825.0,9930.0,2905.0,31330.0,6125.0,31450.0
2018-04-05,101095.0,6175.0,3795.0,7120.0,16300.0,9875.0,2955.0,31765.0,6285.0,31910.0
2018-04-06,101105.0,6210.0,3810.0,7120.0,16130.0,9870.0,2985.0,31610.0,6220.0,31750.0
2018-04-09,101115.0,6170.0,3820.0,7225.0,16335.0,9905.0,3060.0,31830.0,6320.0,31985.0
2018-04-10,101120.0,6160.0,3825.0,7230.0,16375.0,9910.0,3050.0,31860.0,6345.0,32015.0
2018-04-11,101125.0,6185.0,3850.0,7185.0,16265.0,10010.0,3050.0,31760.0,6300.0,31915.0
2018-04-12,101140.0,6185.0,3860.0,7195.0,16275.0,10025.0,3070.0,31755.0,6295.0,32035.0
2018-04-13,101140.0,6145.0,3845.0,7250.0,16455.0,9945.0,3055.0,31965.0,6355.0,32130.0
2018-04-16,101150.0,6140.0,3865.0,7300.0,16475.0,9990.0,3055.0,31990.0,6380.0,32160.0
2018-04-17,101155.0,6145.0,3870.0,7255.0,16445.0,9980.0,3030.0,31945.0,6360.0,32100.0
2018-04-18,101155.0,6075.0,3895.0,7295.0,16800.0,9975.0,3130.0,32300.0,6490.0,32475.0
2018-04-19,101175.0,6050.0,4005.0,7250.0,16985.0,10030.0,3275.0,32480.0,6570.0,32635.0
2018-04-20,101185.0,6095.0,3990.0,7215.0,16750.0,9990.0,3290.0,32265.0,6500.0,32395.0
2018-04-23,101180.0,6090.0,3985.0,7230.0,16730.0,9920.0,3290.0,32245.0,6480.0,32395.0
2018-04-24,101185.0,6130.0,3895.0,7185.0,16570.0,9835.0,3325.0,32065.0,6415.0,32255.0
2018-04-25,101195.0,6165.0,3875.0,7125.0,16335.0,9850.0,3270.0,31860.0,6320.0,31975.0
2018-04-26,101200.0,6085.0,3860.0,7280.0,16760.0,9800.0,3305.0,32260.0,6470.0,32445.0
2018-04-27,101215.0,6030.0,3840.0,7205.0,17055.0,9785.0,3235.0,32090.0,6590.0,32285.0
2018-04-30,101225.0,6000.0,3830.0,7220.0,17200.0,9765.0,3500.0,32300.0,6710.0,32545.0
2018-05-02,101240.0,6035.0,3800.0,7015.0,16985.0,9695.0,3510.0,32070.0,6590.0,32180.0
2018-05-03,101250.0,6060.0,3825.0,7025.0,16895.0,9715.0,3435.0,31960.0,6540.0,32070.0
2018-05-04,101255.0,6110.0,3830.0,6905.0,16640.0,9745.0,3560.0,31705.0,6445.0,31830.0
2018-05-08,101250.0,6140.0,3835.0,6905.0,16490.0,9745.0,3450.0,31560.0,6385.0,31645.0
2018-05-09,101250.0,6150.0,3825.0,6965.0,16405.0,9720.0,3450.0,31455.0,6345.0,31590.0
2018-05-10,101270.0,6115.0,3845.0,6970.0,16595.0,9750.0,3490.0,31670.0,6430.0,31810.0
2018-05-11,101275.0,6075.0,3870.0,7025.0,16790.0,9800.0,3530.0,31865.0,6490.0,31995.0
2018-05-14,101270.0,6090.0,3870.0,7010.0,16705.0,9800.0,3745.0,31800.0,6470.0,31920.0
2018-05-15,101275.0,6145.0,3835.0,6940.0,16430.0,9735.0,3770.0,31510.0,6365.0,31635.0
2018-05-16,101285.0,6120.0,3795.0,7010.0,16535.0,9600.0,3620.0,31610.0,6405.0,31745.0
2018-05-17,101300.0,6170.0,3800.0,6950.0,16380.0,9530.0,3675.0,31495.0,6350.0,31610.0
2018-05-18,101315.0,6135.0,3795.0,6965.0,16490.0,9565.0,3725.0,31595.0,6380.0,31720.0
2018-05-21,101325.0,6135.0,3770.0,7005.0,16555.0,9525.0,3665.0,31645.0,6415.0,31780.0
2018-05-23,101325.0,6090.0,3835.0,7070.0,16760.0,9560.0,3655.0,31860.0,6480.0,31975.0
2018-05-24,101345.0,6115.0,3825.0,7065.0,16650.0,9575.0,3615.0,31760.0,6450.0,31875.0
2018-05-25,101345.0,6095.0,3835.0,7110.0,16715.0,9660.0,3460.0,31810.0,6480.0,31950.0
2018-05-28,101350.0,6065.0,3815.0,7120.0,16855.0,9610.0,3865.0,31945.0,6530.0,32060.0
2018-05-29,101355.0,6130.0,3815.0,7070.0,16535.0,9590.0,3720.0,31650.0,6415.0,31780.0
2018-05-30,101360.0,6260.0,3800.0,6905.0,15825.0,9610.0,3695.0,30975.0,6125.0,31070.0
2018-05-31,101370.0,6230.0,3830.0,6955.0,15955.0,9645.0,3715.0,31100.0,6155.0,31275.0
2018-06-01,101375.0,6190.0,3815.0,7070.0,16125.0,9600.0,3620.0,31290.0,6245.0,31380.0
2018-06-04,101390.0,6155.0,3805.0,7075.0,16320.0,9540.0,3565.0,31455.0,6310.0,31570.0
2018-06-05,101400.0,6140.0,3810.0,7095.0,16395.0,9565.0,3640.0,31525.0,6335.0,31640.0
2018-06-07,101415.0,6095.0,3850.0,7130.0,16660.0,9585.0,3600.0,31800.0,6450.0,31915.0
2018-06-08,101420.0,6150.0,3860.0,7100.0,16335.0,9570.0,3555.0,31490.0,6340.0,31625.0
2018-06-11,101420.0,6100.0,3890.0,7120.0,16600.0,9620.0,3665.0,31765.0,6430.0,31870.0
2018-06-12,101430.0,6110.0,3905.0,7140.0,16565.0,9610.0,3580.0,31725.0,6430.0,31845.0
2018-06-14,101440.0,6220.0,3945.0,7045.0,16020.0,9645.0,3430.0,31145.0,6190.0,31255.0
2018-06-15,101435.0,6255.0,3955.0,6935.0,15800.0,9590.0,3410.0,30990.0,6120.0,31080.0
2018-06-18,101445.0,6320.0,3840.0,6830.0,15420.0,9480.0,3330.0,30620.0,5975.0,30710.0
2018-06-19,101445.0,6415.0,3810.0,6785.0,15020.0,9465.0,3225.0,30225.0,5820.0,30280.0
2018-06-20,101450.0,6355.0,3795.0,6935.0,15270.0,9430.0,3325.0,30440.0,5900.0,30610.0
2018-06-21,101460.0,6425.0,3760.0,6860.0,14955.0,9345.0,3275.0,30180.0,5800.0,30265.0
2018-06-22,101465.0,6365.0,3780.0,6910.0,15180.0,9390.0,3330.0,30410.0,5880.0,30515.0
2018-06-25,101470.0,6365.0,3785.0,6905.0,15200.0,9360.0,3400.0,30395.0,5890.0,30540.0
2018-06-26,101475.0,6375.0,3775.0,6860.0,15160.0,9350.0,3320.0,30360.0,5865.0,30500.0
2018-06-27,101480.0,6400.0,3765.0,6900.0,15050.0,9290.0,3210.0,30250.0,5835.0,30375.0
2018-06-28,101500.0,6460.0,3740.0,6850.0,14750.0,9260.0,3170.0,29980.0,5715.0,30075.0
2018-06-29,101500.0,6445.0,3735.0,6820.0,14815.0,9250.0,3255.0,30045.0,5740.0,30240.0
2018-07-02,101505.0,6585.0,3705.0,6705.0,14175.0,9225.0,3100.0,29375.0,5495.0,29500.0
2018-07-03,101510.0,6575.0,3670.0,6715.0,14215.0,9170.0,3145.0,29415.0,5510.0,29535.0
2018-07-04,101530.0,6590.0,3720.0,6670.0,14130.0,9290.0,3160.0,29330.0,5475.0,29470.0
2018-07-05,101545.0,6615.0,3720.0,6660.0,14050.0,9290.0,3085.0,29260.0,5445.0,29385.0
2018-07-06,101550.0,6565.0,3720.0,6780.0,14240.0,9290.0,3200.0,29470.0,5500.0,29555.0
2018-07-09,101555.0,6520.0,3725.0,6850.0,14455.0,9330.0,3115.0,29690.0,5600.0,29755.0
2018-07-10,101560.0,6515.0,3705.0,6825.0,14510.0,9285.0,3125.0,29730.0,5625.0,29840.0
2018-07-11,101570.0,6545.0,3675.0,6750.0,14340.0,9230.0,3160.0,29560.0,5550.0,29680.0
2018-07-12,101580.0,6525.0,3670.0,6810.0,14435.0,9190.0,3125.0,29650.0,5590.0,29715.0
2018-07-13,101580.0,6455.0,3695.0,6850.0,14725.0,9205.0,3170.0,29945.0,5700.0,30045.0
2018-07-16,101585.0,6485.0,3670.0,6785.0,14630.0,9185.0,3140.0,29855.0,5665.0,29955.0
2018-07-17,101595.0,6485.0,3665.0,6780.0,14595.0,9175.0,3110.0,29820.0,5655.0,29935.0
2018-07-18,101595.0,6505.0,3575.0,6785.0,14520.0,9025.0,3030.0,29750.0,5620.0,29845.0
2018-07-19,101615.0,6520.0,3555.0,6795.0,14470.0,9035.0,3030.0,29670.0,5585.0,29790.0
2018-07-20,101620.0,6490.0,3535.0,6835.0,14595.0,9020.0,3045.0,29815.0,5650.0,29935.0
2018-07-23,101625.0,6535.0,3560.0,6760.0,14365.0,9080.0,3015.0,29575.0,5565.0,29670.0
2018-07-24,101630.0,6525.0,3555.0,6830.0,14450.0,9000.0,3135.0,29665.0,5585.0,29760.0
2018-07-25,101635.0,6530.0,3580.0,6800.0,14390.0,9055.0,3180.0,29610.0,5570.0,29720.0
2018-07-26,101650.0,6500.0,3600.0,6830.0,14560.0,9075.0,3155.0,29810.0,5630.0,29850.0
2018-07-27,101650.0,6470.0,3570.0,6845.0,14650.0,9020.0,3185.0,29900.0,5680.0,29970.0
2018-07-30,101650.0,6495.0,3565.0,6790.0,14590.0,9000.0,3250.0,29765.0,5650.0,29915.0
2018-07-31,101655.0,6480.0,3575.0,6815.0,14635.0,9010.0,3275.0,29805.0,5660.0,29990.0
2018-08-01,101660.0,6455.0,3580.0,6820.0,14740.0,9005.0,3275.0,29910.0,5710.0,30050.0
2018-08-02,101680.0,6570.0,3570.0,6755.0,14225.0,8990.0,3265.0,29375.0,5510.0,29560.0
2018-08-03,101685.0,6520.0,3535.0,6805.0,14420.0,8895.0,3310.0,29605.0,5585.0,29770.0
2018-08-06,101695.0,6525.0,3565.0,6795.0,14395.0,8945.0,3240.0,29560.0,5580.0,29725.0
2018-08-07,101695.0,6490.0,3565.0,6910.0,14585.0,8910.0,3240.0,29760.0,5645.0,29930.0
2018-08-08,101705.0,6490.0,3565.0,6940.0,14575.0,8940.0,3215.0,29765.0,5650.0,29910.0
2018-08-09,101725.0,6490.0,3570.0,6975.0,14570.0,8960.0,3215.0,29750.0,5630.0,29880.0
2018-08-10,101725.0,6565.0,3550.0,6800.0,14245.0,8900.0,3270.0,29425.0,5525.0,29600.0
2018-08-13,101735.0,6645.0,3530.0,6715.0,13880.0,8910.0,3175.0,29035.0,5380.0,29175.0
2018-08-14,101740.0,6620.0,3470.0,6755.0,14005.0,8790.0,3255.0,29165.0,5430.0,29380.0
2018-08-16,101755.0,6680.0,3370.0,6680.0,13720.0,8660.0,3250.0,28880.0,5320.0,29030.0
2018-08-17,101760.0,6680.0,3385.0,6685.0,13715.0,8660.0,3230.0,28890.0,5325.0,29055.0
2018-08-20,101770.0,6675.0,3405.0,6635.0,13740.0,8730.0,3240.0,28915.0,5310.0,29100.0
2018-08-21,101785.0,6605.0,3430.0,6740.0,14035.0,8815.0,3270.0,29230.0,5415.0,29385.0
2018-08-22,101780.0,6585.0,3405.0,6820.0,14140.0,8790.0,3260.0,29335.0,5465.0,29515.0
2018-08-23,101800.0,6555.0,3385.0,6830.0,14245.0,8785.0,3325.0,29455.0,5505.0,29605.0
2018-08-24,101800.0,6530.0,3355.0,6905.0,14370.0,8755.0,3355.0,29570.0,5570.0,29735.0
2018-08-27,101810.0,6495.0,3430.0,6930.0,14515.0,8885.0,3295.0,29720.0,5615.0,29905.0
2018-08-28,101810.0,6490.0,3435.0,6910.0,14535.0,8905.0,3340.0,29740.0,5625.0,29900.0
2018-08-29,101820.0,6470.0,3395.0,6975.0,14605.0,8865.0,3310.0,29825.0,5645.0,29975.0
2018-08-30,101820.0,6475.0,3380.0,6995.0,14630.0,8840.0,3320.0,29840.0,5655.0,30030.0
2018-08-31,101835.0,6445.0,3370.0,7095.0,14735.0,8865.0,3320.0,29960.0,5710.0,30120.0
2018-09-03,101850.0,6485.0,3330.0,7050.0,14555.0,8840.0,3300.0,29785.0,5630.0,29955.0
2018-09-04,101860.0,6450.0,3325.0,7075.0,14700.0,8805.0,3330.0,29915.0,5685.0,30100.0
2018-09-05,101865.0,6545.0,3265.0,7015.0,14310.0,8775.0,3315.0,29530.0,5555.0,29710.0
2018-09-06,101875.0,6560.0,3260.0,6990.0,14255.0,8810.0,3315.0,29485.0,5515.0,29600.0
2018-09-07,101875.0,6580.0,3265.0,6940.0,14105.0,8840.0,3405.0,29320.0,5470.0,29490.0
2018-09-10,101880.0,6585.0,3255.0,6985.0,14155.0,8780.0,3565.0,29385.0,5500.0,29540.0
2018-09-11,101885.0,6590.0,3255.0,6975.0,14080.0,8805.0,3575.0,29290.0,5465.0,29470.0
2018-09-12,101890.0,6590.0,3240.0,6945.0,14040.0,8780.0,3560.0,29260.0,5455.0,29410.0
2018-09-13,101895.0,6590.0,3270.0,6900.0,14085.0,8850.0,3565.0,29300.0,5470.0,29440.0
2018-09-14,101895.0,6485.0,3275.0,7005.0,14535.0,8860.0,3580.0,29765.0,5635.0,29915.0
2018-09-17,101895.0,6530.0,3245.0,7015.0,14295.0,8805.0,3560.0,29530.0,5535.0,29710.0
2018-09-18,101890.0,6500.0,3260.0,7065.0,14430.0,8790.0,3525.0,29660.0,5600.0,29835.0
2018-09-19,101895.0,6505.0,3245.0,7075.0,14440.0,8825.0,3480.0,29685.0,5610.0,29845.0
2018-09-20,101925.0,6445.0,3270.0,7120.0,14700.0,8860.0,3475.0,29965.0,5685.0,30110.0
2018-09-21,101915.0,6415.0,3305.0,7180.0,14830.0,8895.0,3545.0,30085.0,5735.0,30250.0
2018-09-27,101930.0,6370.0,3315.0,7250.0,15055.0,8790.0,3565.0,30315.0,5830.0,30480.0
2018-09-28,101925.0,6405.0,3275.0,7260.0,14885.0,8685.0,3560.0,30125.0,5760.0,30325.0
2018-10-01,101935.0,6410.0,3330.0,7205.0,14845.0,8740.0,3565.0,30120.0,5740.0,30290.0
2018-10-02,101940.0,6490.0,3355.0,7120.0,14480.0,8775.0,3560.0,29755.0,5625.0,29910.0
2018-10-04,101955.0,6595.0,3345.0,7035.0,14015.0,8805.0,3560.0,29295.0,5445.0,29430.0
2018-10-05,101955.0,6600.0,3350.0,6960.0,13980.0,8825.0,3485.0,29250.0,5410.0,29400.0
2018-10-08,101960.0,6630.0,3330.0,6945.0,13860.0,8795.0,3450.0,29105.0,5375.0,29280.0
2018-10-10,101970.0,6675.0,3310.0,6900.0,13670.0,8745.0,3305.0,28915.0,5300.0,29055.0
2018-10-11,101980.0,6940.0,3270.0,6595.0,12550.0,8785.0,3125.0,27720.0,4865.0,27885.0
2018-10-12,101990.0,6880.0,3350.0,6745.0,12810.0,8940.0,3200.0,27990.0,4940.0,28170.0
2018-10-15,101985.0,6930.0,3365.0,6715.0,12605.0,9000.0,3165.0,27835.0,4895.0,27955.0
2018-10-16,101985.0,6950.0,3370.0,6730.0,12555.0,9005.0,3170.0,27760.0,4875.0,27875.0
2018-10-17,101985.0,6850.0,3365.0,6785.0,12870.0,8980.0,3195.0,28120.0,4995.0,28290.0
2018-10-18,102010.0,6915.0,3340.0,6775.0,12630.0,8965.0,3150.0,27870.0,4905.0,28010.0
2018-10-19,102015.0,6890.0,3360.0,6795.0,12730.0,9005.0,3180.0,27980.0,4925.0,28120.0
2018-10-22,102015.0,6875.0,3355.0,6765.0,12795.0,9015.0,3145.0,28035.0,4950.0,28190.0
2018-10-23,102020.0,7075.0,3350.0,6560.0,12185.0,9025.0,3040.0,27385.0,4735.0,27400.0
2018-10-24,102025.0,7100.0,3390.0,6475.0,12070.0,9045.0,2965.0,27245.0,4690.0,27355.0
2018-10-25,102040.0,7205.0,3370.0,6375.0,11700.0,9105.0,2940.0,26810.0,4540.0,26870.0
2018-10-26,102040.0,7325.0,3370.0,6265.0,11320.0,9080.0,2850.0,26385.0,4400.0,26565.0
2018-10-29,102035.0,7380.0,3365.0,6225.0,11110.0,9055.0,2755.0,26170.0,4310.0,26270.0
2018-10-30,102055.0,7325.0,3325.0,6365.0,11310.0,9000.0,2835.0,26270.0,4380.0,26505.0
2018-10-31,102060.0,7300.0,3310.0,6415.0,11365.0,8945.0,2825.0,26390.0,4405.0,26670.0
2018-11-01,102080.0,7335.0,3295.0,6365.0,11295.0,8970.0,2810.0,26280.0,4380.0,26485.0
2018-11-02,102085.0,7060.0,3365.0,6560.0,12115.0,9055.0,2965.0,27275.0,4690.0,27485.0
2018-11-05,102085.0,7115.0,3380.0,6495.0,11880.0,9050.0,2925.0,26975.0,4595.0,27200.0
2018-11-06,102100.0,7075.0,3360.0,6510.0,12020.0,9010.0,2945.0,27165.0,4650.0,27365.0
2018-11-07,102105.0,7115.0,3340.0,6465.0,11920.0,9025.0,2910.0,27025.0,4605.0,27250.0
2018-11-08,102125.0,7055.0,3345.0,6470.0,12125.0,8985.0,2985.0,27255.0,4700.0,27495.0
2018-11-09,102135.0,7095.0,3300.0,6380.0,11975.0,8950.0,2970.0,27090.0,4640.0,27320.0
2018-11-12,102135.0,7080.0,3245.0,6345.0,12040.0,8855.0,2995.0,27160.0,4675.0,27335.0
2018-11-13,102140.0,7135.0,3230.0,6320.0,11855.0,8835.0,3000.0,26955.0,4585.0,27150.0
2018-11-14,102150.0,7150.0,3195.0,6285.0,11785.0,8830.0,2930.0,26885.0,4580.0,27100.0
2018-11-15,102155.0,7080.0,3230.0,6340.0,12025.0,8900.0,3000.0,27155.0,4640.0,27365.0
2018-11-16,102165.0,7090.0,3260.0,6340.0,12005.0,8905.0,3030.0,27135.0,4645.0,27355.0
2018-11-19,102155.0,7060.0,3285.0,6350.0,12090.0,8920.0,3095.0,27230.0,4685.0,27455.0
2018-11-20,102165.0,7130.0,3290.0,6265.0,11850.0,8955.0,3080.0,26960.0,4605.0,27185.0
2018-11-21,102160.0,7165.0,3280.0,6240.0,11750.0,8955.0,3080.0,26830.0,4560.0,27045.0
2018-11-22,102180.0,7175.0,3310.0,6175.0,11710.0,9010.0,3040.0,26800.0,4550.0,27020.0
2018-11-23,102185.0,7235.0,3320.0,6120.0,11550.0,9005.0,3015.0,26630.0,4490.0,26840.0
2018-11-26,102185.0,7130.0,3285.0,6200.0,11880.0,8985.0,3050.0,26990.0,4600.0,27175.0
2018-11-27,102180.0,7085.0,3265.0,6255.0,12060.0,8960.0,3090.0,27200.0,4665.0,27415.0
2018-11-28,102190.0,7040.0,3245.0,6310.0,12190.0,8910.0,3130.0,27365.0,4715.0,27575.0
2018-11-29,102205.0,7025.0,3275.0,6335.0,12245.0,8990.0,3140.0,27415.0,4755.0,27660.0
2018-11-30,102195.0,7090.0,3270.0,6255.0,12020.0,8970.0,3165.0,27160.0,4675.0,27440.0
2018-12-03,102215.0,6965.0,3260.0,6405.0,12435.0,8995.0,3215.0,27635.0,4815.0,27845.0
2018-12-04,102220.0,7050.0,3325.0,6340.0,12150.0,9075.0,3215.0,27325.0,4700.0,27535.0
2018-12-05,102230.0,7085.0,3305.0,6290.0,12000.0,9050.0,3180.0,27160.0,4645.0,27375.0
2018-12-06,102245.0,7190.0,3300.0,6170.0,11645.0,9070.0,3145.0,26755.0,4520.0,26950.0
2018-12-07,102250.0,7165.0,3305.0,6205.0,11740.0,9070.0,3180.0,26845.0,4560.0,27080.0
2018-12-10,102255.0,7235.0,3335.0,6130.0,11485.0,9155.0,3125.0,26595.0,4465.0,26775.0
2018-12-11,102260.0,7245.0,3350.0,6185.0,11430.0,9145.0,3120.0,26530.0,4435.0,26745.0
2018-12-12,102265.0,7145.0,3345.0,6245.0,11750.0,9090.0,3165.0,26875.0,4545.0,27135.0
2018-12-13,102285.0,7120.0,3360.0,6320.0,11875.0,9095.0,3265.0,27015.0,4605.0,27270.0
2018-12-14,102285.0,7240.0,3355.0,6145.0,11475.0,9060.0,3245.0,26585.0,4435.0,26835.0
2018-12-17,102290.0,7210.0,3330.0,6165.0,11555.0,9065.0,3230.0,26660.0,4465.0,26890.0
2018-12-18,102300.0,7240.0,3355.0,6100.0,11465.0,9105.0,3260.0,26565.0,4450.0,26805.0
2018-12-19,102310.0,7190.0,3360.0,6180.0,11625.0,9130.0,3200.0,26740.0,4490.0,26975.0
2018-12-20,102325.0,7270.0,3330.0,6100.0,11375.0,9105.0,3230.0,26505.0,4425.0,26700.0
2018-12-21,102330.0,7270.0,3370.0,6130.0,11370.0,9215.0,3205.0,26480.0,4405.0,26680.0
2018-12-24,102330.0,7265.0,3365.0,6155.0,11360.0,9240.0,3155.0,26490.0,4415.0,26700.0
2018-12-26,102335.0,7375.0,3390.0,6040.0,11030.0,9325.0,3095.0,26145.0,4295.0,26355.0
2018-12-27,100765.0,7280.0,3430.0,6180.0,11340.0,9285.0,3205.0,26470.0,4420.0,26710.0
2018-12-28,100770.0,7240.0,3490.0,6225.0,11445.0,9350.0,3215.0,26580.0,4450.0,26935.0
2019-01-02,100785.0,7325.0,3540.0,6135.0,11160.0,9400.0,3120.0,26270.0,4345.0,26520.0
2019-01-03,100805.0,7415.0,3530.0,6045.0,10935.0,9440.0,3115.0,26015.0,4255.0,26250.0
2019-01-04,100815.0,7345.0,3585.0,6060.0,11115.0,9460.0,3135.0,26215.0,4315.0,26485.0
2019-01-07,100825.0,7240.0,3605.0,6190.0,11445.0,9425.0,3190.0,26590.0,4435.0,26835.0
2019-01-08,100830.0,7290.0,3530.0,6140.0,11270.0,9380.0,3180.0,26415.0,4390.0,26655.0
2019-01-09,100840.0,7145.0,3540.0,6265.0,11735.0,9350.0,3220.0,26960.0,4550.0,27215.0
2019-01-10,100850.0,7145.0,3585.0,6245.0,11740.0,9460.0,3215.0,26950.0,4575.0,27225.0
2019-01-11,100855.0,7095.0,3585.0,6330.0,11910.0,9450.0,3225.0,27115.0,4635.0,27415.0
2019-01-14,100860.0,7165.0,3555.0,6320.0,11685.0,9435.0,3230.0,26880.0,4555.0,27170.0
2019-01-15,100870.0,7015.0,3565.0,6420.0,12150.0,9430.0,3260.0,27420.0,4710.0,27705.0
2019-01-16,100875.0,6990.0,3555.0,6445.0,12255.0,9430.0,3300.0,27540.0,4755.0,27805.0
2019-01-17,100885.0,6980.0,3550.0,6410.0,12310.0,9430.0,3260.0,27600.0,4780.0,27910.0
2019-01-18,100885.0,6920.0,3550.0,6470.0,12505.0,9430.0,3280.0,27810.0,4850.0,28095.0
2019-01-21,100890.0,6920.0,3480.0,6530.0,12515.0,9370.0,3255.0,27825.0,4865.0,28125.0
2019-01-22,100890.0,6955.0,3455.0,6500.0,12380.0,9310.0,3255.0,27685.0,4825.0,27980.0
2019-01-23,100895.0,6910.0,3475.0,6540.0,12515.0,9375.0,3310.0,27845.0,4860.0,28100.0
2019-01-24,100910.0,6860.0,3495.0,6550.0,12720.0,9340.0,3355.0,28075.0,4945.0,28360.0
2019-01-25,100915.0,6725.0,3470.0,6730.0,13210.0,9355.0,3395.0,28585.0,5135.0,28915.0
2019-01-28,100910.0,6735.0,3575.0,6715.0,13195.0,9500.0,3385.0,28570.0,5130.0,28900.0
2019-01-29,100910.0,6715.0,3575.0,6745.0,13320.0,9510.0,3325.0,28705.0,5180.0,28990.0
2019-01-30,100920.0,6635.0,3610.0,6780.0,13660.0,9585.0,3395.0,29055.0,5300.0,29380.0
2019-01-31,100955.0,6645.0,3635.0,6765.0,13625.0,9625.0,3400.0,29025.0,5295.0,29425.0
2019-02-01,100955.0,6665.0,3630.0,6755.0,13565.0,9615.0,3405.0,28995.0,5265.0,29295.0
2019-02-07,100970.0,6655.0,3570.0,6790.0,13570.0,9505.0,3420.0,28995.0,5275.0,29295.0
2019-02-08,100980.0,6750.0,3565.0,6710.0,13195.0,9525.0,3390.0,28585.0,5140.0,28870.0
2019-02-11,100985.0,6740.0,3590.0,6725.0,13210.0,9565.0,3380.0,28635.0,5145.0,28920.0
2019-02-12,100990.0,6700.0,3585.0,6795.0,13390.0,9540.0,3380.0,28790.0,5195.0,29100.0
2019-02-13,100990.0,6670.0,3580.0,6820.0,13505.0,9570.0,3390.0,28935.0,5240.0,29220.0
2019-02-14,101010.0,6610.0,3535.0,6920.0,13750.0,9530.0,3390.0,29215.0,5340.0,29505.0
2019-02-15,101015.0,6695.0,3535.0,6815.0,13400.0,9550.0,3385.0,28830.0,5205.0,29140.0
2019-02-18,101020.0,6640.0,3585.0,6890.0,13605.0,9635.0,3395.0,29040.0,5295.0,29345.0
2019-02-19,101020.0,6670.0,3585.0,6860.0,13475.0,9645.0,3395.0,28905.0,5235.0,29210.0
2019-02-20,101025.0,6595.0,3640.0,6945.0,13795.0,9755.0,3390.0,29240.0,5360.0,29560.0
2019-02-21,101035.0,6595.0,3635.0,6945.0,13790.0,9750.0,3375.0,29240.0,5375.0,29535.0
2019-02-22,101035.0,6590.0,3600.0,6910.0,13810.0,9640.0,3380.0,29255.0,5375.0,29580.0
2019-02-25,101040.0,6580.0,3605.0,6945.0,13860.0,9700.0,3370.0,29315.0,5385.0,29630.0
2019-02-26,101045.0,6600.0,3600.0,6910.0,13755.0,9665.0,3370.0,29205.0,5350.0,29550.0
2019-02-27,101070.0,6580.0,3595.0,6935.0,13860.0,9660.0,3335.0,29300.0,5380.0,29645.0
2019-02-28,101065.0,6695.0,3565.0,6825.0,13390.0,9575.0,3220.0,28805.0,5225.0,29170.0
2019-03-04,101075.0,6725.0,3460.0,6780.0,13260.0,9405.0,3185.0,28665.0,5160.0,28985.0
2019-03-05,101085.0,6780.0,3430.0,6705.0,13050.0,9340.0,3185.0,28465.0,5085.0,28725.0
2019-03-06,101080.0,6800.0,3415.0,6665.0,12980.0,9370.0,3165.0,28385.0,5060.0,28675.0
2019-03-07,101095.0,6820.0,3415.0,6630.0,12895.0,9350.0,3140.0,28300.0,5030.0,28575.0
2019-03-08,101105.0,6915.0,3400.0,6530.0,12550.0,9400.0,3105.0,27915.0,4880.0,28230.0
2019-03-11,101115.0,6905.0,3475.0,6520.0,12550.0,9450.0,3105.0,27935.0,4890.0,28185.0
2019-03-12,101115.0,6835.0,3475.0,6590.0,12815.0,9420.0,3120.0,28220.0,4985.0,28490.0
2019-03-13,101120.0,6885.0,3490.0,6550.0,12615.0,9495.0,3105.0,28015.0,4915.0,28305.0
2019-03-14,101135.0,6870.0,3475.0,6540.0,12700.0,9465.0,3140.0,28090.0,4930.0,28390.0
2019-03-15,101135.0,6795.0,3455.0,6585.0,12975.0,9460.0,3180.0,28415.0,5030.0,28695.0
2019-03-18,101150.0,6790.0,3440.0,6605.0,12995.0,9450.0,3185.0,28440.0,5045.0,28740.0
2019-03-19,101145.0,6795.0,3465.0,6615.0,12985.0,9490.0,3200.0,28410.0,5050.0,28695.0
2019-03-20,101150.0,6790.0,3460.0,6625.0,13010.0,9495.0,3190.0,28445.0,5045.0,28725.0
2019-03-21,101170.0,6740.0,3500.0,6690.0,13180.0,9590.0,3140.0,28640.0,5120.0,28950.0
